version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3
gap_enum1,298,3,2,16,2,10,2,0,9,51,0,9,50,0,7,47
gap_enum2,298,3,2,16,1,4,2,0,9,51,0,9,50,0,7,47
gap_enum1,298,3,1,25,3,22,2,0,9,51,0,9,50,0,7,47
gap_enum2,298,3,1,25,1,7,2,0,9,51,0,9,50,0,7,47
gap_enum1,299,3,3,9,1,1,1,0,7,55,0,6,51,0,9,48
gap_enum2,299,3,3,9,1,1,1,0,7,55,0,6,51,0,9,48
gap_enum1,299,3,2,15,2,10,2,0,7,55,0,6,51,0,9,48
gap_enum2,299,3,2,15,1,4,2,0,7,55,0,6,51,0,9,48
gap_enum1,299,3,1,22,3,22,2,0,7,55,0,6,51,0,9,48
gap_enum2,299,3,1,22,1,7,2,0,7,55,0,6,51,0,9,48
gap_enum1,300,3,3,6,1,1,1,0,4,47,0,7,43,0,6,40
gap_enum2,300,3,3,6,1,1,1,0,4,47,0,7,43,0,6,40
gap_enum1,300,3,2,13,2,10,2,0,4,47,0,7,43,0,6,40
gap_enum2,300,3,2,13,1,4,2,0,4,47,0,7,43,0,6,40
gap_enum1,300,3,1,17,4,33,3,0,4,47,0,7,43,0,6,40
gap_enum2,300,3,1,17,1,11,2,0,4,47,0,7,43,0,6,40
gap_enum1,301,3,3,8,1,1,1,0,8,53,0,5,45,0,8,45
gap_enum2,301,3,3,8,1,1,1,0,8,53,0,5,45,0,8,45
gap_enum1,301,3,2,13,2,4,2,0,8,53,0,5,45,0,8,45
gap_enum2,301,3,2,13,1,3,2,0,8,53,0,5,45,0,8,45
gap_enum1,301,3,1,21,3,19,2,0,8,53,0,5,45,0,8,45
gap_enum2,301,3,1,21,1,7,2,0,8,53,0,5,45,0,8,45
gap_enum1,302,3,3,6,1,1,1,0,4,59,0,9,58,0,6,56
gap_enum2,302,3,3,6,1,1,1,0,4,59,0,9,58,0,6,56
gap_enum1,302,3,2,15,2,10,2,0,4,59,0,9,58,0,6,56
gap_enum2,302,3,2,15,1,4,2,0,4,59,0,9,58,0,6,56
gap_enum1,302,3,1,19,3,22,2,0,4,59,0,9,58,0,6,56
gap_enum2,302,3,1,19,1,7,2,0,4,59,0,9,58,0,6,56
gap_enum1,303,3,3,6,1,1,1,0,9,59,0,4,55,0,6,45
gap_enum2,303,3,3,6,1,1,1,0,9,59,0,4,55,0,6,45
gap_enum1,303,3,2,10,3,10,2,0,9,59,0,4,55,0,6,45
gap_enum2,303,3,2,10,2,5,2,0,9,59,0,4,55,0,6,45
gap_enum1,303,3,1,19,4,28,3,0,9,59,0,4,55,0,6,45
gap_enum2,303,3,1,19,2,12,2,0,9,59,0,4,55,0,6,45
gap_enum1,304,3,3,8,1,1,1,0,4,55,0,7,54,0,8,41
gap_enum2,304,3,3,8,1,1,1,0,4,55,0,7,54,0,8,41
gap_enum1,304,3,2,15,3,10,2,0,4,55,0,7,54,0,8,41
gap_enum2,304,3,2,15,2,5,2,0,4,55,0,7,54,0,8,41
gap_enum1,304,3,1,19,4,33,3,0,4,55,0,7,54,0,8,41
gap_enum2,304,3,1,19,2,12,2,0,4,55,0,7,54,0,8,41
gap_enum1,305,3,3,7,1,1,1,0,8,58,0,7,57,0,7,44
gap_enum2,305,3,3,7,1,1,1,0,8,58,0,7,57,0,7,44
gap_enum1,305,3,2,14,3,10,2,0,8,58,0,7,57,0,7,44
gap_enum2,305,3,2,14,2,5,2,0,8,58,0,7,57,0,7,44
gap_enum1,305,3,1,22,4,33,5,0,8,58,0,7,57,0,7,44
gap_enum2,305,3,1,22,2,12,2,0,8,58,0,7,57,0,7,44
gap_enum1,306,3,3,5,1,1,1,0,5,51,0,9,49,0,5,46
gap_enum2,306,3,3,5,1,1,1,0,5,51,0,9,49,0,5,46
gap_enum1,306,3,2,14,2,10,2,0,5,51,0,9,49,0,5,46
gap_enum2,306,3,2,14,1,4,2,0,5,51,0,9,49,0,5,46
gap_enum1,306,3,1,19,3,19,2,0,5,51,0,9,49,0,5,46
gap_enum2,306,3,1,19,1,7,2,0,5,51,0,9,49,0,5,46
gap_enum1,307,3,3,5,1,1,1,0,6,44,0,8,41,0,5,40
gap_enum2,307,3,3,5,1,1,1,0,6,44,0,8,41,0,5,40
gap_enum1,307,3,2,13,2,10,2,0,6,44,0,8,41,0,5,40
gap_enum2,307,3,2,13,1,4,2,0,6,44,0,8,41,0,5,40
gap_enum1,307,3,1,19,3,22,2,0,6,44,0,8,41,0,5,40
gap_enum2,307,3,1,19,1,7,2,0,6,44,0,8,41,0,5,40
gap_enum1,308,3,3,9,1,1,1,0,9,45,0,8,43,0,9,43
gap_enum2,308,3,3,9,1,1,5,0,9,45,0,8,43,0,9,43
gap_enum1,308,3,2,17,2,4,2,0,9,45,0,8,43,0,9,43
gap_enum2,308,3,2,17,1,3,1,0,9,45,0,8,43,0,9,43
gap_enum1,308,3,1,26,3,22,2,0,9,45,0,8,43,0,9,43
gap_enum2,308,3,1,26,1,7,2,0,9,45,0,8,43,0,9,43
gap_enum1,309,3,3,7,1,1,1,0,5,52,0,4,44,0,7,41
gap_enum2,309,3,3,7,1,1,1,0,5,52,0,4,44,0,7,41
gap_enum1,309,3,2,11,2,10,2,0,5,52,0,4,44,0,7,41
gap_enum2,309,3,2,11,1,4,2,0,5,52,0,4,44,0,7,41
gap_enum1,309,3,1,16,4,28,3,0,5,52,0,4,44,0,7,41
gap_enum2,309,3,1,16,1,11,2,0,5,52,0,4,44,0,7,41
gap_enum1,310,3,3,6,1,1,1,0,8,53,0,7,48,0,6,47
gap_enum2,310,3,3,6,1,1,1,0,8,53,0,7,48,0,6,47
gap_enum1,310,3,2,13,2,10,2,0,8,53,0,7,48,0,6,47
gap_enum2,310,3,2,13,1,4,2,0,8,53,0,7,48,0,6,47
gap_enum1,310,3,1,21,3,19,2,0,8,53,0,7,48,0,6,47
gap_enum2,310,3,1,21,1,7,2,0,8,53,0,7,48,0,6,47
gap_enum1,311,3,3,5,1,1,1,0,4,57,0,7,43,0,5,40
gap_enum2,311,3,3,5,1,1,1,0,4,57,0,7,43,0,5,40
gap_enum1,311,3,2,12,2,10,2,0,4,57,0,7,43,0,5,40
gap_enum2,311,3,2,12,1,4,2,0,4,57,0,7,43,0,5,40
gap_enum1,311,3,1,16,5,33,3,0,4,57,0,7,43,0,5,40
gap_enum2,311,3,1,16,2,12,2,0,4,57,0,7,43,0,5,40
gap_enum1,312,3,3,8,1,1,1,0,6,57,0,6,48,0,8,41
gap_enum2,312,3,3,8,1,1,1,0,6,57,0,6,48,0,8,41
gap_enum1,312,3,2,14,2,10,2,0,6,57,0,6,48,0,8,41
gap_enum2,312,3,2,14,1,4,2,0,6,57,0,6,48,0,8,41
gap_enum1,312,3,1,20,5,33,3,0,6,57,0,6,48,0,8,41
gap_enum2,312,3,1,20,2,12,2,0,6,57,0,6,48,0,8,41
gap_enum1,313,3,3,8,1,1,1,0,9,49,0,7,42,0,8,41
gap_enum2,313,3,3,8,1,1,1,0,9,49,0,7,42,0,8,41
gap_enum1,313,3,2,15,2,10,2,0,9,49,0,7,42,0,8,41
gap_enum2,313,3,2,15,1,4,2,0,9,49,0,7,42,0,8,41
gap_enum1,313,3,1,24,3,19,2,0,9,49,0,7,42,0,8,41
gap_enum2,313,3,1,24,1,7,2,0,9,49,0,7,42,0,8,41
gap_enum1,314,3,3,9,1,1,1,0,6,58,0,6,48,0,9,47
gap_enum2,314,3,3,9,1,1,1,0,6,58,0,6,48,0,9,47
gap_enum1,314,3,2,15,2,10,2,0,6,58,0,6,48,0,9,47
gap_enum2,314,3,2,15,1,4,2,0,6,58,0,6,48,0,9,47
gap_enum1,314,3,1,21,4,33,3,0,6,58,0,6,48,0,9,47
gap_enum2,314,3,1,21,1,11,2,0,6,58,0,6,48,0,9,47
gap_enum1,315,3,3,6,1,1,1,0,4,59,0,6,56,0,6,55
gap_enum2,315,3,3,6,1,1,1,0,4,59,0,6,56,0,6,55
gap_enum1,315,3,2,12,2,10,2,0,4,59,0,6,56,0,6,55
gap_enum2,315,3,2,12,1,4,2,0,4,59,0,6,56,0,6,55
gap_enum1,315,3,1,16,3,22,2,0,4,59,0,6,56,0,6,55
gap_enum2,315,3,1,16,1,7,2,0,4,59,0,6,56,0,6,55
gap_enum1,316,3,3,4,1,1,1,0,5,47,0,9,47,0,4,41
gap_enum2,316,3,3,4,1,1,1,0,5,47,0,9,47,0,4,41
gap_enum1,316,3,2,13,3,10,2,0,5,47,0,9,47,0,4,41
gap_enum2,316,3,2,13,2,5,2,0,5,47,0,9,47,0,4,41
gap_enum1,316,3,1,18,4,21,3,0,5,47,0,9,47,0,4,41
gap_enum2,316,3,1,18,2,9,2,0,5,47,0,9,47,0,4,41
gap_enum1,317,3,3,8,1,1,1,0,5,58,0,8,58,0,8,46
gap_enum2,317,3,3,8,1,1,1,0,5,58,0,8,58,0,8,46
gap_enum1,317,3,2,16,3,10,2,0,5,58,0,8,58,0,8,46
gap_enum2,317,3,2,16,2,5,2,0,5,58,0,8,58,0,8,46
gap_enum1,317,3,1,21,4,21,3,0,5,58,0,8,58,0,8,46
gap_enum2,317,3,1,21,2,9,2,0,5,58,0,8,58,0,8,46
gap_enum1,318,3,3,6,1,1,1,0,5,53,0,5,43,0,6,40
gap_enum2,318,3,3,6,1,1,1,0,5,53,0,5,43,0,6,40
gap_enum1,318,3,2,11,2,10,2,0,5,53,0,5,43,0,6,40
gap_enum2,318,3,2,11,1,4,2,0,5,53,0,5,43,0,6,40
gap_enum1,318,3,1,16,5,33,3,0,5,53,0,5,43,0,6,40
gap_enum2,318,3,1,16,2,12,2,0,5,53,0,5,43,0,6,40
gap_enum1,319,3,3,4,1,1,1,0,6,56,0,6,46,0,4,42
gap_enum2,319,3,3,4,1,1,1,0,6,56,0,6,46,0,4,42
gap_enum1,319,3,2,10,2,7,2,0,6,56,0,6,46,0,4,42
gap_enum2,319,3,2,10,1,4,2,0,6,56,0,6,46,0,4,42
gap_enum1,319,3,1,16,5,33,3,0,6,56,0,6,46,0,4,42
gap_enum2,319,3,1,16,2,12,2,0,6,56,0,6,46,0,4,42
gap_enum1,320,3,3,9,1,1,1,0,9,58,0,5,50,0,9,48
gap_enum2,320,3,3,9,1,1,1,0,9,58,0,5,50,0,9,48
gap_enum1,320,3,2,14,2,10,2,0,9,58,0,5,50,0,9,48
gap_enum2,320,3,2,14,1,4,2,0,9,58,0,5,50,0,9,48
gap_enum1,320,3,1,23,4,33,3,0,9,58,0,5,50,0,9,48
gap_enum2,320,3,1,23,1,11,2,0,9,58,0,5,50,0,9,48
gap_enum1,321,3,3,6,1,1,1,0,7,57,0,7,55,0,6,43
gap_enum2,321,3,3,6,1,1,1,0,7,57,0,7,55,0,6,43
gap_enum1,321,3,2,13,3,10,2,0,7,57,0,7,55,0,6,43
gap_enum2,321,3,2,13,2,5,2,0,7,57,0,7,55,0,6,43
gap_enum1,321,3,1,20,4,33,3,0,7,57,0,7,55,0,6,43
gap_enum2,321,3,1,20,2,12,2,0,7,57,0,7,55,0,6,43
gap_enum1,322,3,3,9,1,1,1,0,7,59,0,4,54,0,9,44
gap_enum2,322,3,3,9,1,1,1,0,7,59,0,4,54,0,9,44
gap_enum1,322,3,2,13,3,10,2,0,7,59,0,4,54,0,9,44
gap_enum2,322,3,2,13,2,5,2,0,7,59,0,4,54,0,9,44
gap_enum1,322,3,1,20,5,33,3,0,7,59,0,4,54,0,9,44
gap_enum2,322,3,1,20,3,16,2,0,7,59,0,4,54,0,9,44
gap_enum1,323,3,3,8,1,1,1,0,4,46,0,8,44,0,8,43
gap_enum2,323,3,3,8,1,1,1,0,4,46,0,8,44,0,8,43
gap_enum1,323,3,2,16,2,10,2,0,4,46,0,8,44,0,8,43
gap_enum2,323,3,2,16,1,4,2,0,4,46,0,8,44,0,8,43
gap_enum1,323,3,1,20,3,22,2,0,4,46,0,8,44,0,8,43
gap_enum2,323,3,1,20,1,7,2,0,4,46,0,8,44,0,8,43
gap_enum1,324,3,3,4,1,1,1,0,8,55,0,5,52,0,4,51
gap_enum2,324,3,3,4,1,1,1,0,8,55,0,5,52,0,4,51
gap_enum1,324,3,2,9,2,10,2,0,8,55,0,5,52,0,4,51
gap_enum2,324,3,2,9,1,4,2,0,8,55,0,5,52,0,4,51
gap_enum1,324,3,1,17,3,19,2,0,8,55,0,5,52,0,4,51
gap_enum2,324,3,1,17,1,7,2,0,8,55,0,5,52,0,4,51
gap_enum1,325,3,3,9,1,1,1,0,7,58,0,5,57,0,9,49
gap_enum2,325,3,3,9,1,1,1,0,7,58,0,5,57,0,9,49
gap_enum1,325,3,2,14,2,10,2,0,7,58,0,5,57,0,9,49
gap_enum2,325,3,2,14,1,4,2,0,7,58,0,5,57,0,9,49
gap_enum1,325,3,1,21,3,19,2,0,7,58,0,5,57,0,9,49
gap_enum2,325,3,1,21,1,7,2,0,7,58,0,5,57,0,9,49
gap_enum1,326,3,3,6,1,1,1,0,5,59,0,6,59,0,6,53
gap_enum2,326,3,3,6,1,1,1,0,5,59,0,6,59,0,6,53
gap_enum1,326,3,2,12,2,7,2,0,5,59,0,6,59,0,6,53
gap_enum2,326,3,2,12,1,4,2,0,5,59,0,6,59,0,6,53
gap_enum1,326,3,1,17,3,14,2,0,5,59,0,6,59,0,6,53
gap_enum2,326,3,1,17,1,6,2,0,5,59,0,6,59,0,6,53
gap_enum1,327,3,3,8,1,1,1,0,5,55,0,8,40,0,8,40
gap_enum2,327,3,3,8,1,1,1,0,5,55,0,8,40,0,8,40
gap_enum1,327,3,2,16,2,4,2,0,5,55,0,8,40,0,8,40
gap_enum2,327,3,2,16,1,3,1,0,5,55,0,8,40,0,8,40
gap_enum1,327,3,1,21,4,33,3,0,5,55,0,8,40,0,8,40
gap_enum2,327,3,1,21,1,11,2,0,5,55,0,8,40,0,8,40
gap_enum1,328,3,3,4,1,1,1,0,4,58,0,5,58,0,4,42
gap_enum2,328,3,3,4,1,1,1,0,4,58,0,5,58,0,4,42
gap_enum1,328,3,2,9,3,10,2,0,4,58,0,5,58,0,4,42
gap_enum2,328,3,2,9,2,5,2,0,4,58,0,5,58,0,4,42
gap_enum1,328,3,1,13,4,21,3,0,4,58,0,5,58,0,4,42
gap_enum2,328,3,1,13,2,9,2,0,4,58,0,5,58,0,4,42
gap_enum1,329,3,3,4,1,1,1,0,4,58,0,7,58,0,4,40
gap_enum2,329,3,3,4,1,1,1,0,4,58,0,7,58,0,4,40
gap_enum1,329,3,2,11,3,10,2,0,4,58,0,7,58,0,4,40
gap_enum2,329,3,2,11,2,5,2,0,4,58,0,7,58,0,4,40
gap_enum1,329,3,1,15,4,21,3,0,4,58,0,7,58,0,4,40
gap_enum2,329,3,1,15,2,9,2,0,4,58,0,7,58,0,4,40
gap_enum1,330,3,3,5,1,1,1,0,7,59,0,9,57,0,5,53
gap_enum2,330,3,3,5,1,1,1,0,7,59,0,9,57,0,5,53
gap_enum1,330,3,2,14,2,10,2,0,7,59,0,9,57,0,5,53
gap_enum2,330,3,2,14,1,4,2,0,7,59,0,9,57,0,5,53
gap_enum1,330,3,1,21,4,33,3,0,7,59,0,9,57,0,5,53
gap_enum2,330,3,1,21,1,11,2,0,7,59,0,9,57,0,5,53
gap_enum1,331,3,3,4,1,1,1,0,9,53,0,4,49,0,4,48
gap_enum2,331,3,3,4,1,1,1,0,9,53,0,4,49,0,4,48
gap_enum1,331,3,2,8,2,10,2,0,9,53,0,4,49,0,4,48
gap_enum2,331,3,2,8,1,4,2,0,9,53,0,4,49,0,4,48
gap_enum1,331,3,1,17,4,33,3,0,9,53,0,4,49,0,4,48
gap_enum2,331,3,1,17,1,11,2,0,9,53,0,4,49,0,4,48
gap_enum1,332,3,3,8,1,1,1,0,7,50,0,8,46,0,8,43
gap_enum2,332,3,3,8,1,1,1,0,7,50,0,8,46,0,8,43
gap_enum1,332,3,2,16,2,10,2,0,7,50,0,8,46,0,8,43
gap_enum2,332,3,2,16,1,4,2,0,7,50,0,8,46,0,8,43
gap_enum1,332,3,1,23,3,22,2,0,7,50,0,8,46,0,8,43
gap_enum2,332,3,1,23,1,7,2,0,7,50,0,8,46,0,8,43
gap_enum1,333,3,3,4,1,1,1,0,4,58,0,4,48,0,4,40
gap_enum2,333,3,3,4,1,1,1,0,4,58,0,4,48,0,4,40
gap_enum1,333,3,2,8,3,10,2,0,4,58,0,4,48,0,4,40
gap_enum2,333,3,2,8,2,5,2,0,4,58,0,4,48,0,4,40
gap_enum1,333,3,1,12,5,33,3,0,4,58,0,4,48,0,4,40
gap_enum2,333,3,1,12,3,16,2,0,4,58,0,4,48,0,4,40
gap_enum1,334,3,3,9,1,1,1,0,8,58,0,6,42,0,9,42
gap_enum2,334,3,3,9,1,1,1,0,8,58,0,6,42,0,9,42
gap_enum1,334,3,2,15,2,4,2,0,8,58,0,6,42,0,9,42
gap_enum2,334,3,2,15,1,3,1,0,8,58,0,6,42,0,9,42
gap_enum1,334,3,1,23,5,33,3,0,8,58,0,6,42,0,9,42
gap_enum2,334,3,1,23,2,12,2,0,8,58,0,6,42,0,9,42
gap_enum1,335,3,3,6,1,1,1,0,6,55,0,8,53,0,6,40
gap_enum2,335,3,3,6,1,1,1,0,6,55,0,8,53,0,6,40
gap_enum1,335,3,2,14,3,10,2,0,6,55,0,8,53,0,6,40
gap_enum2,335,3,2,14,2,5,2,0,6,55,0,8,53,0,6,40
gap_enum1,335,3,1,20,4,33,3,0,6,55,0,8,53,0,6,40
gap_enum2,335,3,1,20,2,12,2,0,6,55,0,8,53,0,6,40
gap_enum1,336,3,3,5,1,1,1,0,8,44,0,5,43,0,5,40
gap_enum2,336,3,3,5,1,1,1,0,8,44,0,5,43,0,5,40
gap_enum1,336,3,2,10,2,10,2,0,8,44,0,5,43,0,5,40
gap_enum2,336,3,2,10,1,4,2,0,8,44,0,5,43,0,5,40
gap_enum1,336,3,1,18,3,22,2,0,8,44,0,5,43,0,5,40
gap_enum2,336,3,1,18,1,7,2,0,8,44,0,5,43,0,5,40
gap_enum1,337,3,3,4,1,1,1,0,7,55,0,9,53,0,4,44
gap_enum2,337,3,3,4,1,1,1,0,7,55,0,9,53,0,4,44
gap_enum1,337,3,2,13,3,10,2,0,7,55,0,9,53,0,4,44
gap_enum2,337,3,2,13,2,5,2,0,7,55,0,9,53,0,4,44
gap_enum1,337,3,1,20,4,33,3,0,7,55,0,9,53,0,4,44
gap_enum2,337,3,1,20,2,12,2,0,7,55,0,9,53,0,4,44
gap_enum1,338,3,3,4,1,1,1,0,6,58,0,4,43,0,4,40
gap_enum2,338,3,3,4,1,1,1,0,6,58,0,4,43,0,4,40
gap_enum1,338,3,2,8,2,10,2,0,6,58,0,4,43,0,4,40
gap_enum2,338,3,2,8,1,4,2,0,6,58,0,4,43,0,4,40
gap_enum1,338,3,1,14,5,33,3,0,6,58,0,4,43,0,4,40
gap_enum2,338,3,1,14,2,12,2,0,6,58,0,4,43,0,4,40
gap_enum1,339,3,3,9,1,1,3,0,6,52,0,6,47,0,9,47
gap_enum2,339,3,3,9,1,1,1,0,6,52,0,6,47,0,9,47
gap_enum1,339,3,2,15,2,4,2,0,6,52,0,6,47,0,9,47
gap_enum2,339,3,2,15,1,3,1,0,6,52,0,6,47,0,9,47
gap_enum1,339,3,1,21,3,22,2,0,6,52,0,6,47,0,9,47
gap_enum2,339,3,1,21,1,7,2,0,6,52,0,6,47,0,9,47
gap_enum1,340,3,3,6,1,1,1,0,7,50,0,6,48,0,6,47
gap_enum2,340,3,3,6,1,1,1,0,7,50,0,6,48,0,6,47
gap_enum1,340,3,2,12,2,10,2,0,7,50,0,6,48,0,6,47
gap_enum2,340,3,2,12,1,4,2,0,7,50,0,6,48,0,6,47
gap_enum1,340,3,1,19,3,22,2,0,7,50,0,6,48,0,6,47
gap_enum2,340,3,1,19,1,7,2,0,7,50,0,6,48,0,6,47
gap_enum1,341,3,3,5,1,1,1,0,9,56,0,5,44,0,5,40
gap_enum2,341,3,3,5,1,1,1,0,9,56,0,5,44,0,5,40
gap_enum1,341,3,2,10,2,10,2,0,9,56,0,5,44,0,5,40
gap_enum2,341,3,2,10,1,4,2,0,9,56,0,5,44,0,5,40
gap_enum1,341,3,1,19,5,33,3,0,9,56,0,5,44,0,5,40
gap_enum2,341,3,1,19,2,12,2,0,9,56,0,5,44,0,5,40
gap_enum1,342,3,3,5,1,1,1,0,5,57,0,5,56,0,5,45
gap_enum2,342,3,3,5,1,1,1,0,5,57,0,5,56,0,5,45
gap_enum1,342,3,2,10,3,10,2,0,5,57,0,5,56,0,5,45
gap_enum2,342,3,2,10,2,5,2,0,5,57,0,5,56,0,5,45
gap_enum1,342,3,1,15,4,33,3,0,5,57,0,5,56,0,5,45
gap_enum2,342,3,1,15,2,12,2,0,5,57,0,5,56,0,5,45
gap_enum1,343,3,3,8,1,1,1,0,9,56,0,7,43,0,8,43
gap_enum2,343,3,3,8,1,1,1,0,9,56,0,7,43,0,8,43
gap_enum1,343,3,2,15,2,4,2,0,9,56,0,7,43,0,8,43
gap_enum2,343,3,2,15,1,3,1,0,9,56,0,7,43,0,8,43
gap_enum1,343,3,1,24,4,33,3,0,9,56,0,7,43,0,8,43
gap_enum2,343,3,1,24,1,11,2,0,9,56,0,7,43,0,8,43
gap_enum1,344,3,3,8,1,1,2,0,4,57,0,9,56,0,8,40
gap_enum2,344,3,3,8,1,1,1,0,4,57,0,9,56,0,8,40
gap_enum1,344,3,2,17,3,10,2,0,4,57,0,9,56,0,8,40
gap_enum2,344,3,2,17,2,5,2,0,4,57,0,9,56,0,8,40
gap_enum1,344,3,1,21,4,33,3,0,4,57,0,9,56,0,8,40
gap_enum2,344,3,1,21,2,12,2,0,4,57,0,9,56,0,8,40
gap_enum1,345,3,3,8,1,1,1,0,5,48,0,9,44,0,8,41
gap_enum2,345,3,3,8,1,1,1,0,5,48,0,9,44,0,8,41
gap_enum1,345,3,2,17,2,10,2,0,5,48,0,9,44,0,8,41
gap_enum2,345,3,2,17,1,4,2,0,5,48,0,9,44,0,8,41
gap_enum1,345,3,1,22,3,22,2,0,5,48,0,9,44,0,8,41
gap_enum2,345,3,1,22,1,7,2,0,5,48,0,9,44,0,8,41
gap_enum1,346,3,3,9,1,1,1,0,7,59,0,4,57,0,9,52
gap_enum2,346,3,3,9,1,1,1,0,7,59,0,4,57,0,9,52
gap_enum1,346,3,2,13,2,10,2,0,7,59,0,4,57,0,9,52
gap_enum2,346,3,2,13,1,4,2,0,7,59,0,4,57,0,9,52
gap_enum1,346,3,1,20,3,22,2,0,7,59,0,4,57,0,9,52
gap_enum2,346,3,1,20,1,7,2,0,7,59,0,4,57,0,9,52
gap_enum1,347,3,3,5,1,1,1,0,6,53,0,8,47,0,5,44
gap_enum2,347,3,3,5,1,1,1,0,6,53,0,8,47,0,5,44
gap_enum1,347,3,2,13,2,10,2,0,6,53,0,8,47,0,5,44
gap_enum2,347,3,2,13,1,4,2,0,6,53,0,8,47,0,5,44
gap_enum1,347,3,1,19,4,33,3,0,6,53,0,8,47,0,5,44
gap_enum2,347,3,1,19,1,11,2,0,6,53,0,8,47,0,5,44
gap_enum1,348,3,3,7,1,1,1,0,9,55,0,4,49,0,7,40
gap_enum2,348,3,3,7,1,1,1,0,9,55,0,4,49,0,7,40
gap_enum1,348,3,2,11,3,10,2,0,9,55,0,4,49,0,7,40
gap_enum2,348,3,2,11,2,5,2,0,9,55,0,4,49,0,7,40
gap_enum1,348,3,1,20,5,33,3,0,9,55,0,4,49,0,7,40
gap_enum2,348,3,1,20,3,16,2,0,9,55,0,4,49,0,7,40
gap_enum1,349,3,3,7,1,1,1,0,5,57,0,9,55,0,7,49
gap_enum2,349,3,3,7,1,1,1,0,5,57,0,9,55,0,7,49
gap_enum1,349,3,2,16,2,10,2,0,5,57,0,9,55,0,7,49
gap_enum2,349,3,2,16,1,4,2,0,5,57,0,9,55,0,7,49
gap_enum1,349,3,1,21,4,33,3,0,5,57,0,9,55,0,7,49
gap_enum2,349,3,1,21,1,11,2,0,5,57,0,9,55,0,7,49
gap_enum1,350,3,3,7,1,1,1,0,4,57,0,7,45,0,7,41
gap_enum2,350,3,3,7,1,1,1,0,4,57,0,7,45,0,7,41
gap_enum1,350,3,2,14,2,10,2,0,4,57,0,7,45,0,7,41
gap_enum2,350,3,2,14,1,4,2,0,4,57,0,7,45,0,7,41
gap_enum1,350,3,1,18,5,33,3,0,4,57,0,7,45,0,7,41
gap_enum2,350,3,1,18,2,12,2,0,4,57,0,7,45,0,7,41
gap_enum1,351,3,3,7,1,1,1,0,5,46,0,6,44,0,7,44
gap_enum2,351,3,3,7,1,1,1,0,5,46,0,6,44,0,7,44
gap_enum1,351,3,2,13,2,4,2,0,5,46,0,6,44,0,7,44
gap_enum2,351,3,2,13,1,3,1,0,5,46,0,6,44,0,7,44
gap_enum1,351,3,1,18,3,22,2,0,5,46,0,6,44,0,7,44
gap_enum2,351,3,1,18,1,7,2,0,5,46,0,6,44,0,7,44
gap_enum1,352,3,3,5,1,1,1,0,7,58,0,8,50,0,5,47
gap_enum2,352,3,3,5,1,1,1,0,7,58,0,8,50,0,5,47
gap_enum1,352,3,2,13,2,10,2,0,7,58,0,8,50,0,5,47
gap_enum2,352,3,2,13,1,4,2,0,7,58,0,8,50,0,5,47
gap_enum1,352,3,1,20,4,33,3,0,7,58,0,8,50,0,5,47
gap_enum2,352,3,1,20,1,11,2,0,7,58,0,8,50,0,5,47
gap_enum1,353,3,3,8,1,1,1,0,9,52,0,9,51,0,8,49
gap_enum2,353,3,3,8,1,1,1,0,9,52,0,9,51,0,8,49
gap_enum1,353,3,2,17,2,10,2,0,9,52,0,9,51,0,8,49
gap_enum2,353,3,2,17,1,4,2,0,9,52,0,9,51,0,8,49
gap_enum1,353,3,1,26,3,22,2,0,9,52,0,9,51,0,8,49
gap_enum2,353,3,1,26,1,7,2,0,9,52,0,9,51,0,8,49
gap_enum1,354,3,3,8,1,1,1,0,7,54,0,5,50,0,8,45
gap_enum2,354,3,3,8,1,1,1,0,7,54,0,5,50,0,8,45
gap_enum1,354,3,2,13,2,10,2,0,7,54,0,5,50,0,8,45
gap_enum2,354,3,2,13,1,4,2,0,7,54,0,5,50,0,8,45
gap_enum1,354,3,1,20,4,33,3,0,7,54,0,5,50,0,8,45
gap_enum2,354,3,1,20,1,11,2,0,7,54,0,5,50,0,8,45
gap_enum1,355,3,3,9,1,1,1,0,6,54,0,6,53,0,9,46
gap_enum2,355,3,3,9,1,1,1,0,6,54,0,6,53,0,9,46
gap_enum1,355,3,2,15,2,10,2,0,6,54,0,6,53,0,9,46
gap_enum2,355,3,2,15,1,4,2,0,6,54,0,6,53,0,9,46
gap_enum1,355,3,1,21,3,22,2,0,6,54,0,6,53,0,9,46
gap_enum2,355,3,1,21,1,7,2,0,6,54,0,6,53,0,9,46
gap_enum1,356,3,3,5,1,1,1,0,7,56,0,7,52,0,5,50
gap_enum2,356,3,3,5,1,1,1,0,7,56,0,7,52,0,5,50
gap_enum1,356,3,2,12,2,10,2,0,7,56,0,7,52,0,5,50
gap_enum2,356,3,2,12,1,4,2,0,7,56,0,7,52,0,5,50
gap_enum1,356,3,1,19,4,33,3,0,7,56,0,7,52,0,5,50
gap_enum2,356,3,1,19,1,11,2,0,7,56,0,7,52,0,5,50
gap_enum1,357,3,3,7,1,1,1,0,5,53,0,5,52,0,7,45
gap_enum2,357,3,3,7,1,1,1,0,5,53,0,5,52,0,7,45
gap_enum1,357,3,2,12,2,7,2,0,5,53,0,5,52,0,7,45
gap_enum2,357,3,2,12,1,4,2,0,5,53,0,5,52,0,7,45
gap_enum1,357,3,1,17,4,33,3,0,5,53,0,5,52,0,7,45
